ID,Burn-ID,Site,Lat,Long,Veg-type,OzCBI
484,SWC057,YaHH1b,-31.373999,115.592412,H,2.85
485,SWC057,YaHH27,-31.465861,115.580171,H,2.9
486,SWC057,YaHH3,-31.523974,115.646003,H,2.6
487,SWC057,YaHH7b,-31.47848,115.62263,H,2.84
488,SWC057,YaHH8,-31.46741,115.58193,H,2.53
489,SWC057,YaHH9,-31.45702,115.58252,H,1.99
490,SWC057,YaHL13,-31.39955,115.55325,H,1.52
491,SWC057,YaHL14a,-31.37314,115.58288,H,2.13
492,SWC057,YaHL14b,-31.372324,115.58257,H,1.34
493,SWC057,YaHL16,-31.44631,115.586437,H,1.18
494,SWC057,YaHL3,-31.52516,115.64785,H,1.25
495,SWC057,YaHL9,-31.455352,115.582937,H,1.24
496,SWC057,YaHM1,-31.56256,115.68026,H,2.36
497,SWC057,YaHM12,-31.4004,115.554887,H,2.69
498,SWC057,YaHM14,-31.3728,115.587484,H,2.53
499,SWC057,YaHM16,-31.37278,115.592,H,1.19
500,SWC057,YaHM3,-31.522546,115.645679,H,2.38
501,SWC057,YaHM8,-31.46498,115.58132,H,2.31
502,SWC057,YaHM9,-31.45459,115.58291,H,2.23
503,SWC057,YaHU3,-31.52465,115.64801,H,0
504,SWC057,YaNJH2,-31.47312,115.63515,NJ,2.43
505,SWC057,YaNJL2,-31.4734,115.63778,NJ,1.94
506,SWC057,YaNJM2,-31.473208,115.636293,NJ,2.5
507,SWC057,YaTH1,-31.440602,115.609926,T,2.45
508,SWC057,YaTH13,-31.547158,115.675663,T,2.41
509,SWC057,YaTH5,-31.553154,115.686419,T,2.55
510,SWC057,YaTL1,-31.44219,115.60743,T,1.02
512,SWC057,YaTL13,-31.545483,115.675568,T,1.98
513,SWC057,YaTL5,-31.55403,115.684325,T,1.5
514,SWC057,YaTM1,-31.442181,115.609622,T,2.52
515,SWC057,YaTM13,-31.546187,115.625397,T,2.33
516,SWC057,YaTM5,-31.552183,115.684934,T,2.35
517,SWC057,YaTU1,-31.44366,115.60882,T,0
518,WTN006,GJH1,-33.367231,115.944654,NJ,2.3
519,WTN006,GJH2,-33.367458,115.945233,NJ,2.49
520,WTN006,GJL1,-33.390526,115.973099,NJ,1.24
521,WTN006,GJL2,-33.389756,115.973114,NJ,1.52
522,WTN006,GJL3,-33.386445,115.946489,NJ,0.72
523,WTN006,GJL4,-33.387205,115.945919,NJ,0.91
524,WTN006,GJL5,-33.367138,115.945706,NJ,1.26
525,WTN006,GJL6,-33.368019,115.945401,NJ,1.39
526,WTN006,GJM1,-33.390222,115.972696,NJ,1.93
527,WTN006,GJM2,-33.389896,115.97257,NJ,2.16
528,WTN006,GJM3,-33.390799,115.972444,NJ,1.94
529,WTN006,GJM4,-33.386197,115.945448,NJ,1.5
530,WTN006,GJM5,-33.385885,115.946396,NJ,1.93
531,WTN006,GJM7,-33.367857,115.944169,NJ,1.41
532,WTN006,GJU1,-33.386644,115.946731,NJ,0
533,WTN028,YEJH1,-33.19001,116.22926,NJ,2.5
534,WTN028,YEJH10,-33.18088,116.30418,NJ,2.66
535,WTN028,YEJH3,-33.19384,116.24327,NJ,2.5
536,WTN028,YEJH6,-33.17762,116.28941,NJ,2.6
537,WTN028,YEJL1,-33.19214,116.22884,NJ,2.05
538,WTN028,YEJL10,-33.18199,116.30305,NJ,2.55
539,WTN028,YEJL3,-33.19449,116.24505,NJ,1.28
540,WTN028,YEJL4,-33.18979,116.24986,NJ,1.79
541,WTN028,YEJL6,-33.179278,116.289105,NJ,2.07
542,WTN028,YEJM1,-33.1915,116.22831,NJ,2.39
543,WTN028,YEJM10,-33.182262,116.303198,NJ,2.43
544,WTN028,YEJM3,-33.19274,116.24441,NJ,2.45
545,WTN028,YEJM4,-33.18944,116.24723,NJ,2.44
546,WTN028,YEJM4b,-33.18845,116.24869,NJ,2.58
547,WTN028,YEJM6,-33.17838,116.29002,NJ,2.54
548,WTN028,YEJU1,-33.19543,116.24346,NJ,0
549,WTN028,YHH3,-33.16961,116.29208,H,2.78
550,WTN028,YHH4,-33.167756,116.278513,H,2.34
551,WTN028,YHH6,-33.16216,116.25673,H,2.76
552,WTN028,YHH6,-33.16787,116.26928,H,2.14
553,WTN028,YHH7,-33.16078,116.23669,H,2.47
554,WTN028,YHH8,-33.17337,116.26427,H,2.63
555,WTN028,YHL3,-33.17122,116.29137,H,2.68
556,WTN028,YHL4,-33.16751,116.27769,H,2.39
557,WTN028,YHL6,-33.16262,116.25832,H,2.4
558,WTN028,YHL6,-33.468784,116.267417,H,1.21
559,WTN028,YHL8,-33.17278,116.26575,H,0.98
560,WTN028,YHM3,-33.168949,116.292001,H,2.57
561,WTN028,YHM3b,-33.16827,116.29192,H,2.57
562,WTN028,YHM4,-33.16847,116.27783,H,2.75
563,WTN028,YHM6,-33.16271,116.25588,H,1.86
564,WTN028,YHM6,-33.16803,116.26831,H,2.57
565,WTN028,YHM7,-33.15984,116.23775,H,2.37
566,WTN028,YHM7,-33.16057,116.23494,H,2.36
567,WTN028,YHM8,-33.17184,116.26234,H,2.59
568,WTN028,YHM9,-33.16816,116.24593,H,2.26
569,WTN028,YHM9b,-33.16852,116.24574,H,2.48
570,WTN028,YNJH1,-33.16612,116.29644,NJ,2.58
571,WTN028,YNJH12,-33.18902,116.312943,NJ,2.4
572,WTN028,YNJH2,-33.156658,116.262118,NJ,2.5
573,WTN028,YNJH3,-33.14455,116.26308,NJ,2.7
574,WTN028,YNJH4,-33.1198,116.26218,NJ,2.5
575,WTN028,YNJH5,-33.12333,116.23755,NJ,2.53
576,WTN028,YNJH6,-33.15335,116.22649,NJ,2.21
577,WTN028,YNJH7,-33.1864,116.17374,NJ,2.69
578,WTN028,YNJH8,-33.12654,116.28552,NJ,2.52
579,WTN028,YNJL1,-33.16345,116.29708,NJ,2.37
580,WTN028,YNJL12,-33.19004,116.31294,NJ,2.05
581,WTN028,YNJL2,-33.15347,116.2625,NJ,1.83
582,WTN028,YNJL3,-33.145822,116.264611,NJ,1.82
583,WTN028,YNJL4,-33.12136,116.2625,NJ,2.16
584,WTN028,YNJL5,-33.126426,116.238679,NJ,1.61
585,WTN028,YNJL6,-33.15331,116.22903,NJ,1.01
586,WTN028,YNJL7,-33.18893,116.17192,NJ,1.64
587,WTN028,YNJL8,-33.126464,116.284756,NJ,1.21
588,WTN028,YNJM1,-33.1649,116.296917,NJ,2.36
589,WTN028,YNJM12,-33.18844,116.31302,NJ,2.2
590,WTN028,YNJM2,-33.15528,116.2649,NJ,2.38
591,WTN028,YNJM3,-33.1459,116.26103,NJ,2.06
592,WTN028,YNJM4,-33.119287,116.25616,NJ,2.33
593,WTN028,YNJM5,-33.12482,116.23701,NJ,2.46
594,WTN028,YNJM6,-33.17933,116.289183,NJ,2.34
595,WTN028,YNJM7,-33.186603,116.172199,NJ,2.41
596,WTN028,YNJM8,-33.12607,116.28245,NJ,2.2
597,WTN085,WJH11,-33.351319,115.998546,NJ,2.46
598,WTN085,WJH12,-33.353084,115.998664,NJ,2.07
599,WTN085,WJH13,-33.353912,115.997443,NJ,2.72
600,WTN085,WJH14,-33.354232,115.995833,NJ,2.27
601,WTN085,WJH19,-33.347212,116.007293,NJ,1.93
602,WTN085,WJH28,-33.344668,116.005477,NJ,2.14
603,WTN085,WJH7,-33.350098,115.99352,NJ,2.31
604,WTN085,WJL1,-33.352954,115.994538,NJ,1.37
605,WTN085,WJL10,-33.350583,115.997819,NJ,0.36
606,WTN085,WJL17,-33.349208,116.002993,NJ,1.59
607,WTN085,WJL2,-33.352858,115.994792,NJ,1.05
608,WTN085,WJL21,-33.34564,116.00831,NJ,1.48
609,WTN085,WJL23,-33.343889,116.00455,NJ,1.76
610,WTN085,WJL3,-33.352549,115.994875,NJ,1.02
611,WTN085,WJL4,-33.352366,115.994542,NJ,0.88
612,WTN085,WJL5,-33.351703,115.994119,NJ,1.83
613,WTN085,WJL6,-33.351312,115.994005,NJ,1.83
614,WTN085,WJL9,-33.350056,115.996938,NJ,1.92
615,WTN085,WJM15,-33.354982,115.994617,NJ,1.94
616,WTN085,WJM16,-33.355216,115.99428,NJ,2.05
617,WTN085,WJM19,-33.34695,116.008041,NJ,1.79
618,WTN085,WJM22,-33.34356,116.00665,NJ,2.26
619,WTN085,WJM23,-33.344493,116.00454,NJ,2.2
620,WTN085,WJM27,-33.349127,116.004566,NJ,2.06
621,WTN085,WJM8,-33.34982,115.994374,NJ,2.03
622,WTN085,WJU1,-33.335719,116.020158,NJ,1.14
623,WTN085,WJU10,-33.350083,115.99772,NJ,0.06
624,DON051,DT613,,,SJ,0
625,DON051,DT614,,,SJ,0
626,DON051,DT615,,,SJ,0
627,DON051,DT616,,,SJ,0
628,DON051,DT617,,,SJ,0
